,Unnamed: 0,Time (s),Latitude (degree),Longitude,Height (m),Velocity (m/s),Direction (degree),Horizontal Accuracy (m),Vertical Accuracy (degree),label
51,51,1.559654188e+18,52.33371562,4.867506258,0.3866242468,1.116036957,-1.0,200.0,200.0,1
52,52,1.559654189e+18,52.33368898,4.867515983,0.3875078857,1.10570124,-1.0,200.0,200.0,1
53,53,1.55965419e+18,52.33366311,4.867527442,0.3882205188,1.094999199,-1.0,200.0,200.0,1
54,54,1.559654191e+18,52.33363903,4.867539828,0.388782084,1.08351457,-1.0,200.0,200.0,1
55,55,1.559654192e+18,52.33361557,4.867552256,0.3891867697,1.072003598,-1.0,200.0,200.0,1
56,56,1.559654193e+18,52.33360063,4.86755147,0.3893083036,1.057974777,-1.0,200.0,200.0,1
57,57,1.559654194e+18,52.33358393,4.86755116,0.3893967867,1.045126415,-1.0,200.0,200.0,1
58,58,1.559654195e+18,52.33356896,4.8675495,0.389668107,1.03179397,-1.0,200.0,200.0,1
59,59,1.559654196e+18,52.33356682,4.867542664,0.3899787068,1.012518859,-1.0,200.0,200.0,1
60,60,1.559654197e+18,52.33357512,4.867530809,0.3901667893,0.9887132835,-1.0,200.0,200.0,1
61,61,1.559654198e+18,52.33359035,4.867517619,0.3904755116,0.9619340468,-1.0,200.0,200.0,1
62,62,1.559654199e+18,52.33359929,4.867502542,0.3905516267,0.9393366013,-1.0,200.0,200.0,1
63,63,1.55965419927e+18,52.33474108,4.867897601,-1.106226444,-1.0,-1.0,65.0,65.0,1
64,64,1.559654209e+18,52.33460166,4.867835755,-0.6127400398,1.304265201,-1.0,200.0,200.0,1
65,65,1.55965421e+18,52.33451635,4.867814125,-0.343328476,1.335763463,-1.0,200.0,200.0,1
66,66,1.559654211e+18,52.33445085,4.867781995,-0.1711771935,1.354464637,-1.0,200.0,200.0,1
67,67,1.559654212e+18,52.3343934,4.867751153,-0.05087946355,1.367118055,-1.0,200.0,200.0,1
68,68,1.559654213e+18,52.33433893,4.867727138,0.03779543191,1.376599428,-1.0,200.0,200.0,1
69,69,1.55965421323e+18,52.33460945,4.86800176,-1.187887549,-1.0,-1.0,65.0,65.0,1
70,70,1.559654223e+18,52.33432076,4.867898242,-0.6487851143,2.562530735,-1.0,200.0,200.0,1
71,71,1.559654224e+18,52.33413045,4.867838139,-0.3602660596,2.634337868,-1.0,200.0,200.0,1
72,72,1.559654225e+18,52.33397425,4.867786385,-0.1781483442,2.682109365,-1.0,200.0,200.0,1
73,73,1.559654226e+18,52.33384323,4.867739048,-0.0519605428,2.712398221,-1.0,200.0,200.0,1
74,74,1.55965422646e+18,52.33447744,4.867315297,-0.9171512127,-1.0,-1.0,65.0,65.0,1
75,75,1.55965423287e+18,52.3345323,4.867729578,-1.993217468,-1.0,-1.0,65.0,65.0,1
76,76,1.55965423928e+18,52.33466645,4.867898186,-2.358679295,-1.0,-1.0,65.0,65.0,1
77,77,1.55965424542e+18,52.33432474,4.867357201,-2.43948102,-1.0,-1.0,65.0,65.0,1
78,78,1.55965424693e+18,52.33442447,4.867225743,-2.119785547,-1.0,-1.0,65.0,65.0,1
79,79,1.5596542533e+18,52.33429653,4.867247589,-2.329844236,-1.0,-1.0,65.0,65.0,1
80,80,1.55965425445e+18,52.33428003,4.867264704,-2.399679184,-1.0,-1.0,65.0,65.0,1
81,81,1.55965426294e+18,52.33426235,4.867268892,-2.455956459,-1.0,-1.0,65.0,65.0,1
82,82,1.55965426445e+18,52.33439595,4.867192013,-2.16018939,-1.0,-1.0,65.0,65.0,1
83,83,1.55965427046e+18,52.33463732,4.867183283,-2.176632881,-1.0,-1.0,65.0,65.0,1
84,84,1.55965427196e+18,52.3347496,4.867184554,-2.193815708,-1.0,-1.0,65.0,65.0,1
85,85,1.55965427837e+18,52.33486312,4.867188951,-2.218253374,-1.0,-1.0,65.0,65.0,1
86,86,1.55965427953e+18,52.33506134,4.86694591,-2.086552858,-1.0,-1.0,65.0,65.0,1
87,87,1.5596542859e+18,52.33501395,4.868090749,-2.77726078,-1.0,-1.0,65.0,65.0,1
88,88,1.55965428706e+18,52.33498229,4.86838447,-2.885028124,-1.0,-1.0,65.0,65.0,1
89,89,1.559654296e+18,52.3348654,4.86875266,-1.810562968,3.21205303,-1.0,200.0,200.0,1
90,90,1.55965429617e+18,52.33673753,4.867708564,-1.772623897,-1.0,-1.0,100.0052123,100.0052123,1
91,91,1.55965429733e+18,52.33780816,4.867143034,-1.737586498,-1.0,-1.0,100.2533353,100.2533353,1
92,92,1.559654299e+18,52.33387539,4.867313169,0.4814720154,-1.0,-1.0,100.0,100.0,1
93,93,1.5596543e+18,52.33388163,4.86731912,0.5162010193,-1.0,-1.0,50.0,50.0,1
94,94,1.559654301e+18,52.33388498,4.86732088,0.5397605896,-1.0,-1.0,50.0,50.0,1
95,95,1.559654302e+18,52.33389039,4.867361281,0.576259613,-1.0,-1.0,50.0,50.0,1
96,96,1.559654303e+18,52.33388616,4.867373183,0.5667381287,-1.0,-1.0,50.0,50.0,1
97,97,1.559654304e+18,52.33389919,4.867396234,0.5898704529,-1.0,-1.0,50.0,50.0,1
98,98,1.559654305e+18,52.33411259,4.867415344,0.6259422302,0.6000000238,214.8046875,50.0,50.0,1
99,99,1.559654306e+18,52.33408858,4.867428085,0.6458396912,1.320000052,192.3046875,50.0,50.0,1
100,100,1.559654307e+18,52.33428518,4.867417188,0.7709617615,0.6800000072,187.3828125,30.0,30.0,1
101,101,1.559654308e+18,52.33429255,4.867405454,0.9012718201,0.8000000119,183.8671875,10.0,10.0,1
102,102,1.559654309e+18,52.3342773,4.867403861,1.211269379,-1.0,-1.0,10.0,10.0,1
103,103,1.55965431e+18,52.33425722,4.867399335,1.507900238,-1.0,-1.0,10.0,10.0,1
104,104,1.559654311e+18,52.33424381,4.867401179,1.653896332,1.080000043,171.9140625,10.0,10.0,1
105,105,1.559654312e+18,52.33423258,4.867399251,1.917934418,1.080000043,170.5078125,10.0,10.0,1
106,106,1.559654313e+18,52.33422345,4.867394976,2.102565765,1.0,173.3203125,10.0,10.0,1
107,107,1.559654314e+18,52.33421385,4.86737947,2.088283539,1.0,201.796875,10.0,10.0,1
108,108,1.559654315e+18,52.3342123,4.867366394,2.025600433,0.8500000238,235.1953125,10.0,10.0,1
109,109,1.559654316e+18,52.33421837,4.867344601,2.126369476,0.8500000238,272.8125,10.0,10.0,1
110,110,1.559654317e+18,52.33422089,4.867319288,2.146022797,0.8799999952,292.1484375,10.0,10.0,1
111,111,1.559654318e+18,52.33422445,4.867287101,2.15707016,0.8799999952,286.5234375,10.0,10.0,1
112,112,1.559654319e+18,52.33422663,4.86725701,2.190639496,1.110000014,281.25,10.0,10.0,1
0,0,1.5596532e+18,52.33609413,4.867657035,-3.021416187,-1.0,-1.0,1414.0,1414.0,2
1,1,1.55965320042e+18,52.33454952,4.867502798,-3.09953022,-1.0,-1.0,65.0,65.0,2
2,2,1.55965320692e+18,52.33454222,4.867495544,-3.118359327,-1.0,-1.0,65.0,65.0,2
3,3,1.55965322192e+18,52.33454016,4.867493498,-3.120345592,-1.0,-1.0,65.0,65.0,2
4,4,1.55965323693e+18,52.33453966,4.867492995,-3.12110424,-1.0,-1.0,65.0,65.0,2
5,5,1.55965325193e+18,52.33453953,4.867492871,-3.121504784,-1.0,-1.0,65.0,65.0,2
6,6,1.55965326693e+18,52.3345395,4.86749284,-3.121752501,-1.0,-1.0,65.0,65.0,2
7,7,1.55965328194e+18,52.33453949,4.867492833,-3.121920824,-1.0,-1.0,65.0,65.0,2
8,8,1.55965329694e+18,52.33453949,4.867492831,-3.122042656,-1.0,-1.0,65.0,65.0,2
9,9,1.55965331195e+18,52.33453949,4.86749283,-3.122134924,-1.0,-1.0,65.0,65.0,2
10,10,1.55965332695e+18,52.33453949,4.86749283,-3.122207165,-1.0,-1.0,65.0,65.0,2
11,11,1.55965334196e+18,52.33453949,4.86749283,-3.122267723,-1.0,-1.0,65.0,65.0,2
12,12,1.55965335696e+18,52.33453949,4.86749283,-3.122322083,-1.0,-1.0,65.0,65.0,2
13,13,1.55965337197e+18,52.33453949,4.86749283,-3.122370958,-1.0,-1.0,65.0,65.0,2
14,14,1.55965338697e+18,52.33453949,4.86749283,-3.122414827,-1.0,-1.0,65.0,65.0,2
15,15,1.55965340198e+18,52.33453949,4.86749283,-3.122454166,-1.0,-1.0,65.0,65.0,2
16,16,1.55965341698e+18,52.33453949,4.86749283,-3.122489452,-1.0,-1.0,65.0,65.0,2
17,17,1.55965343198e+18,52.33453949,4.86749283,-3.122521162,-1.0,-1.0,65.0,65.0,2
18,18,1.55965344699e+18,52.33453949,4.86749283,-3.122549534,-1.0,-1.0,65.0,65.0,2
19,19,1.55965345553e+18,52.33452393,4.86749552,-3.124291658,-1.0,-1.0,65.0,65.0,2
20,20,1.55965347003e+18,52.33452393,4.86749552,-3.124291658,-1.0,-1.0,65.0,65.0,2
21,21,1.55965347053e+18,52.33452009,4.867496182,-3.125875235,-1.0,-1.0,65.0,65.0,2
22,22,1.55965348554e+18,52.33451915,4.867496345,-3.127317905,-1.0,-1.0,65.0,65.0,2
23,23,1.55965350055e+18,52.33451892,4.867496385,-3.128630161,-1.0,-1.0,65.0,65.0,2
24,24,1.55965351555e+18,52.33451886,4.867496395,-3.129823685,-1.0,-1.0,65.0,65.0,2
25,25,1.55965353056e+18,52.33451885,4.867496397,-3.130909443,-1.0,-1.0,65.0,65.0,2
26,26,1.55965354556e+18,52.33451884,4.867496398,-3.131896973,-1.0,-1.0,65.0,65.0,2
0,0,1.559654527e+18,52.29330325,4.968719756,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
1,1,1.55965453438e+18,52.29279896,4.969282345,0.06120866537,-1.0,-1.0,1519.23076,1519.23076,3
2,2,1.55965453442e+18,52.29279779,4.969283654,0.06120866537,-1.0,-1.0,1519.231521,1519.231521,3
3,3,1.55965453679e+18,52.29289525,4.969242225,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
4,4,1.5596545384e+18,52.29294471,4.9692162,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
5,5,1.55965455895e+18,52.28426177,4.970989875,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
6,6,1.55965455898e+18,52.28108831,4.971464327,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
7,7,1.55965456053e+18,52.27888795,4.972464506,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
8,8,1.55965456055e+18,52.2778688,4.972937244,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
9,9,1.55965457093e+18,52.28374609,4.98163461,0.06120866537,-1.0,-1.0,1463.980675,1463.980675,3
10,10,1.55965457095e+18,52.28734969,4.986009219,0.06120866537,-1.0,-1.0,1463.981089,1463.981089,3
11,11,1.55965457533e+18,52.2889475,4.983253736,0.06120866537,-1.0,-1.0,1472.954928,1472.954928,3
12,12,1.55965457652e+18,52.29008106,4.981290536,0.06120866537,-1.0,-1.0,1473.633755,1473.633755,3
13,13,1.55965457657e+18,52.2908437,4.97996714,0.06120866537,-1.0,-1.0,1473.6348,1473.6348,3
14,14,1.55965457669e+18,52.2913363,4.979112516,0.06120866537,-1.0,-1.0,1473.641645,1473.641645,3
15,15,1.55965457676e+18,52.29165672,4.978556498,0.06120866537,-1.0,-1.0,1473.644021,1473.644021,3
16,16,1.55965457715e+18,52.29185688,4.978209841,0.06120866537,-1.0,-1.0,1473.718219,1473.718219,3
17,17,1.55965457716e+18,52.29199557,4.977968807,0.06120866537,-1.0,-1.0,1473.718257,1473.718257,3
18,18,1.55965457873e+18,52.29204967,4.97787796,0.06120866537,-1.0,-1.0,1474.904218,1474.904218,3
19,19,1.55965458079e+18,52.29207511,4.97783667,0.06120866537,-1.0,-1.0,1476.94649,1476.94649,3
20,20,1.55965458144e+18,52.28480431,4.976558214,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
21,21,1.55965459383e+18,52.28226458,4.984393264,0.06120866537,-1.0,-1.0,1486.286267,1486.286267,3
22,22,1.55965459401e+18,52.28112903,4.988204063,0.06120866537,-1.0,-1.0,1486.301721,1486.301721,3
23,23,1.55965459402e+18,52.28053013,4.990218645,0.06120866537,-1.0,-1.0,1486.301732,1486.301732,3
24,24,1.55965459444e+18,52.28020187,4.991311569,0.06120866537,-1.0,-1.0,1486.386952,1486.386952,3
25,25,1.55965460944e+18,52.27972188,4.992592899,0.06120866537,-1.0,-1.0,1582.0,1582.0,3
26,26,1.55965466041e+18,52.27954185,4.993183553,0.06120866537,-1.0,-1.0,1582.0,1582.0,3
27,27,1.55965466041e+18,52.27969682,4.992842091,0.06120866537,-1.0,-1.0,1582.0,1582.0,3
28,28,1.55965466055e+18,52.2655532,4.993885225,0.06120866537,-1.0,-1.0,1582.00793,1582.00793,3
29,29,1.559654661e+18,52.25751739,4.994481524,0.06120866537,-1.0,-1.0,1582.092968,1582.092968,3
30,30,1.55965466331e+18,52.26129397,4.983604017,0.06120866537,-1.0,-1.0,1584.298187,1584.298187,3
31,31,1.55965466334e+18,52.26331455,4.977798713,0.06120866537,-1.0,-1.0,1584.298676,1584.298676,3
32,32,1.55965466893e+18,52.25316136,4.986611852,0.06120866537,-1.0,-1.0,1597.222596,1597.222596,3
33,33,1.55965466895e+18,52.24630032,4.992561862,0.06120866537,-1.0,-1.0,1597.222734,1597.222734,3
34,34,1.55965471703e+18,52.24316188,5.005377009,0.06120866537,-1.0,-1.0,2402.462341,2402.462341,3
35,35,1.55965471706e+18,52.24560557,5.008868984,0.06120866537,-1.0,-1.0,2402.462627,2402.462627,3
36,36,1.55965473495e+18,52.23098969,5.008083086,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
37,37,1.55965473497e+18,52.22872889,5.00777285,0.06120866537,-1.0,-1.0,1414.0,1414.0,3
38,38,1.55965474901e+18,52.22429112,5.004773612,-0.3337347507,-1.0,-1.0,165.0,165.0,3
39,39,1.55965475021e+18,52.22421662,5.004756718,-0.7220420837,-1.0,-1.0,165.0,165.0,3
40,40,1.55965476378e+18,52.22350585,5.005148665,-0.7220420837,-1.0,-1.0,505.1665233,505.1665233,3
41,41,1.55965476382e+18,52.22384,5.005411174,-0.7220420837,-1.0,-1.0,505.1678858,505.1678858,3
42,42,1.55965476503e+18,52.22378277,5.005441762,-0.7220420837,-1.0,-1.0,507.0069023,507.0069023,3
43,43,1.55965476505e+18,52.22378201,5.005442166,-0.7220420837,-1.0,-1.0,507.0072318,507.0072318,3
44,44,1.55965481004e+18,52.21109209,5.002456733,-0.7220420837,-1.0,-1.0,1670.521303,1670.521303,3
45,45,1.55965481007e+18,52.2060707,4.996917653,-0.7220420837,-1.0,-1.0,1670.521666,1670.521666,3
46,46,1.55965484812e+18,52.19225842,4.992549714,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
47,47,1.55965484813e+18,52.19101633,4.992492148,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
48,48,1.55965484815e+18,52.19039478,4.992463287,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
49,49,1.55965484837e+18,52.19007459,4.992447404,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
50,50,1.55965484837e+18,52.18992463,4.992441026,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
51,51,1.55965486542e+18,52.18599908,4.9899874,-0.7220420837,-1.0,-1.0,1539.538826,1539.538826,3
52,52,1.55965486546e+18,52.18407888,4.988270554,-0.7220420837,-1.0,-1.0,1539.539383,1539.539383,3
53,53,1.5596548969e+18,52.1725086,4.985629903,-0.7220420837,-1.0,-1.0,2805.0,2805.0,3
54,54,1.55965489693e+18,52.17089739,4.985563999,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
55,55,1.55965490112e+18,52.17060948,4.985423416,-0.7220420837,-1.0,-1.0,1422.459586,1422.459586,3
56,56,1.55965490261e+18,52.17051205,4.985375842,-0.7220420837,-1.0,-1.0,1423.542647,1423.542647,3
57,57,1.55965490267e+18,52.17050786,4.985373798,-0.7220420837,-1.0,-1.0,1423.544717,1423.544717,3
58,58,1.55965490291e+18,52.17049208,4.985366091,-0.7220420837,-1.0,-1.0,1423.574264,1423.574264,3
59,59,1.55965490292e+18,52.1704918,4.985365954,-0.7220420837,-1.0,-1.0,1423.574273,1423.574273,3
60,60,1.55965490434e+18,52.17040099,4.985321616,-0.7220420837,-1.0,-1.0,1424.57367,1424.57367,3
61,61,1.55965490514e+18,52.17035072,4.985297072,-0.7220420837,-1.0,-1.0,1424.892826,1424.892826,3
62,62,1.5596549052e+18,52.17034681,4.985295162,-0.7220420837,-1.0,-1.0,1424.894795,1424.894795,3
63,63,1.55965490872e+18,52.17013291,4.985190717,-0.7220420837,-1.0,-1.0,1431.01937,1431.01937,3
64,64,1.55965490943e+18,52.17086336,4.983694305,-0.7220420837,-1.0,-1.0,1431.27113,1431.27113,3
65,65,1.55965491384e+18,52.17182373,4.980546845,-0.7220420837,-1.0,-1.0,1440.897932,1440.897932,3
66,66,1.55965491423e+18,52.17256895,4.978641937,-0.7220420837,-1.0,-1.0,1440.975326,1440.975326,3
67,67,1.55965493354e+18,52.16055732,4.991017843,-0.7220420837,-1.0,-1.0,1518.0,1518.0,3
68,68,1.55965493358e+18,52.15555459,4.996828957,-0.7220420837,-1.0,-1.0,1518.0,1518.0,3
69,69,1.5596549391e+18,52.15272563,4.994789642,-0.7220420837,-1.0,-1.0,1464.0,1464.0,3
70,70,1.55965493913e+18,52.15178105,4.99362232,-0.7220420837,-1.0,-1.0,1464.0,1464.0,3
71,71,1.55965494632e+18,52.15207717,4.995508357,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
72,72,1.55965494634e+18,52.15263706,4.996110019,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
73,73,1.55965494822e+18,52.14925076,4.99907686,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
74,74,1.55965494825e+18,52.1476693,5.000485403,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
75,75,1.55965496285e+18,52.1461092,5.001531391,-0.7220420837,-1.0,-1.0,1511.372962,1511.372962,3
76,76,1.55965496396e+18,52.14600535,5.001601016,-0.7220420837,-1.0,-1.0,1511.961004,1511.961004,3
77,77,1.55965496403e+18,52.14599868,5.001605488,-0.7220420837,-1.0,-1.0,1511.963492,1511.963492,3
78,78,1.55965496453e+18,52.14595179,5.001636925,-0.7220420837,-1.0,-1.0,1512.087293,1512.087293,3
79,79,1.55965496561e+18,52.14585296,5.001703186,-0.7220420837,-1.0,-1.0,1512.649943,1512.649943,3
80,80,1.55965496902e+18,52.1455499,5.001906378,-0.7220420837,-1.0,-1.0,1518.263099,1518.263099,3
81,81,1.55965497852e+18,52.14478738,5.002417614,-0.7220420837,-1.0,-1.0,1560.033448,1560.033448,3
82,82,1.55965497855e+18,52.1447853,5.002419009,-0.7220420837,-1.0,-1.0,1560.033827,1560.033827,3
83,83,1.55965498004e+18,52.14467597,5.002492312,-0.7220420837,-1.0,-1.0,1561.094215,1561.094215,3
84,84,1.55965498004e+18,52.14467568,5.002492508,-0.7220420837,-1.0,-1.0,1561.094223,1561.094223,3
85,85,1.55965498102e+18,52.14472691,5.002335697,-0.7220420837,-1.0,-1.0,1561.554208,1561.554208,3
86,86,1.55965498748e+18,52.14445918,5.002408072,-0.7220420837,-1.0,-1.0,1581.046437,1581.046437,3
87,87,1.55965498813e+18,52.14441737,5.0024358,-0.7220420837,-1.0,-1.0,1581.2526,1581.2526,3
88,88,1.55965498816e+18,52.14441564,5.002436947,-0.7220420837,-1.0,-1.0,1581.252957,1581.252957,3
89,89,1.55965498928e+18,52.14434565,5.002483359,-0.7220420837,-1.0,-1.0,1581.846238,1581.846238,3
90,90,1.55965499036e+18,52.14497769,5.009600313,-0.7220420837,-1.0,-1.0,1582.403394,1582.403394,3
91,91,1.55965499412e+18,52.14527898,5.01415904,-0.7220420837,-1.0,-1.0,1589.089014,1589.089014,3
92,92,1.55965499463e+18,52.14558822,5.01692029,-0.7220420837,-1.0,-1.0,1589.213595,1589.213595,3
93,93,1.55965499919e+18,52.14564873,5.018785731,-0.7220420837,-1.0,-1.0,1598.927206,1598.927206,3
94,94,1.55965499997e+18,52.14581401,5.019827151,-0.7220420837,-1.0,-1.0,1599.213738,1599.213738,3
95,95,1.55965501433e+18,52.14556487,5.020899184,-0.7220420837,-1.0,-1.0,1688.321349,1688.321349,3
96,96,1.55965501948e+18,52.14447808,5.020583906,-0.7220420837,-1.0,-1.0,1699.670638,1699.670638,3
97,97,1.55965501949e+18,52.1439119,5.020246115,-0.7220420837,-1.0,-1.0,1699.670756,1699.670756,3
98,98,1.5596550241e+18,52.144672,5.014040419,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
99,99,1.55965502458e+18,52.14498054,5.011859674,-0.7220420837,-1.0,-1.0,1414.0,1414.0,3
100,100,1.55965502807e+18,52.14874782,5.017757364,-0.7220420837,-1.0,-1.0,1420.305989,1420.305989,3
101,101,1.55965502949e+18,52.15116927,5.021454326,-0.7220420837,-1.0,-1.0,1421.367199,1421.367199,3
102,102,1.5596550295e+18,52.15270923,5.023746816,-0.7220420837,-1.0,-1.0,1421.367237,1421.367237,3
103,103,1.55965502977e+18,52.15367441,5.025194116,-0.7220420837,-1.0,-1.0,1421.405023,1421.405023,3
104,104,1.55965503202e+18,52.15426169,5.02615324,-0.7220420837,-1.0,-1.0,1424.050306,1424.050306,3
105,105,1.55965503771e+18,52.15460736,5.02684092,-0.7220420837,-1.0,-1.0,1440.573643,1440.573643,3
106,106,1.55965503804e+18,52.15487233,5.027144917,-0.7220420837,-1.0,-1.0,1440.628662,1440.628662,3
0,0,1.559653556e+18,52.33497266,4.868189513,-3.002180099,-1.0,-1.0,137.2825991,137.2825991,4
1,1,1.55965355636e+18,52.33504812,4.86861174,-3.028253078,-1.0,-1.0,65.0,65.0,4
2,2,1.55965355712e+18,52.3349497,4.86850189,25.87514877,2.220000029,116.71875,50.0,50.0,4
3,3,1.55965355765e+18,52.33494052,4.86853173,25.47274399,2.220000029,116.71875,50.0,50.0,4
4,4,1.55965355867e+18,52.33497991,4.868394434,16.00075912,2.220000029,61.5234375,10.0,10.0,4
5,5,1.55965355976e+18,52.33498176,4.868388735,1.256984711,2.220000029,112.5,10.0,10.0,4
6,6,1.55965356076e+18,52.33497325,4.868401224,1.634548187,1.330000043,94.5703125,10.0,10.0,4
7,7,1.55965356176e+18,52.33496495,4.868414802,2.454921722,1.080000043,90.3515625,10.0,10.0,4
8,8,1.55965356276e+18,52.33496378,4.868432991,3.680934906,1.350000024,68.90625,10.0,10.0,4
9,9,1.55965356376e+18,52.33496533,4.868444894,3.139247894,1.279999971,52.3828125,10.0,10.0,4
10,10,1.55965356476e+18,52.33497011,4.868452018,3.571926117,1.279999971,34.8046875,10.0,10.0,4
11,11,1.55965356576e+18,52.33497467,4.868452689,3.570034027,0.9499999881,28.828125,10.0,10.0,4
12,12,1.55965356676e+18,52.33497849,4.868453024,3.662502289,0.9499999881,46.7578125,10.0,10.0,4
13,13,1.55965356776e+18,52.33498155,4.868452856,4.091213226,0.7799999714,43.59375,10.0,10.0,4
14,14,1.55965356876e+18,52.33498247,4.868449755,4.613491058,0.1899999976,165.5859375,10.0,10.0,4
15,15,1.55965356976e+18,52.33498247,4.868449755,4.576747894,0.0,309.375,10.0,10.0,4
16,16,1.55965357076e+18,52.33498247,4.868449755,4.422756195,0.0,123.046875,10.0,10.0,4
17,17,1.55965357176e+18,52.33498247,4.868449755,4.741664886,0.0,88.9453125,10.0,10.0,4
18,18,1.55965357276e+18,52.33497979,4.868437266,4.840908051,0.1800000072,60.46875,10.0,10.0,4
19,19,1.55965357376e+18,52.33497979,4.868437266,4.630092621,0.0,271.0546875,10.0,10.0,4
20,20,1.55965357476e+18,52.33497979,4.868437266,4.522060394,0.0,259.8046875,10.0,10.0,4
21,21,1.55965357576e+18,52.33497979,4.868437266,4.558315277,0.0,259.8046875,10.0,10.0,4
22,22,1.55965357676e+18,52.33497979,4.868437266,4.564907074,0.0,259.8046875,10.0,10.0,4
23,23,1.55965357776e+18,52.33497979,4.868437266,4.822658539,0.0,259.8046875,10.0,10.0,4
24,24,1.55965357876e+18,52.33497979,4.868437266,4.831691742,0.0,259.8046875,10.0,10.0,4
25,25,1.55965357976e+18,52.33497979,4.868437266,4.832485199,0.0,259.8046875,10.0,10.0,4
26,26,1.55965358076e+18,52.33497979,4.868437266,4.830898285,0.0,259.8046875,10.0,10.0,4
27,27,1.55965358176e+18,52.33497979,4.868437266,4.761440277,0.0,259.8046875,10.0,10.0,4
28,28,1.55965358276e+18,52.33498293,4.868428716,4.812038422,0.2099999934,303.046875,10.0,10.0,4
29,29,1.55965358376e+18,52.33498293,4.868428716,4.890895844,0.0,80.15625,10.0,10.0,4
30,30,1.55965358476e+18,52.33498293,4.868428716,5.18655014,0.0,205.3125,10.0,10.0,4
31,31,1.55965358576e+18,52.33498293,4.868428716,5.224452972,0.0,198.28125,10.0,10.0,4
32,32,1.55965358676e+18,52.33498293,4.868428716,4.978969574,0.0,27.0703125,10.0,10.0,4
33,33,1.55965358776e+18,52.33498293,4.868428716,4.883144379,0.0,71.71875,10.0,10.0,4
34,34,1.55965358876e+18,52.33498293,4.868428716,4.695705414,0.0,100.546875,10.0,10.0,4
35,35,1.55965358976e+18,52.33498293,4.868428716,4.563259125,0.0,141.6796875,10.0,10.0,4
36,36,1.55965359076e+18,52.33498293,4.868428716,4.503505707,0.0,141.6796875,10.0,10.0,4
37,37,1.55965359176e+18,52.33498293,4.868428716,4.529689789,0.0,141.6796875,10.0,10.0,4
38,38,1.55965359276e+18,52.33498293,4.868428716,4.515956879,0.0,141.6796875,10.0,10.0,4
39,39,1.55965359376e+18,52.33498293,4.868428716,4.488368988,0.0,141.6796875,10.0,10.0,4
40,40,1.55965359476e+18,52.33498293,4.868428716,4.469814301,0.0,141.6796875,10.0,10.0,4
41,41,1.55965359576e+18,52.33498293,4.868428716,4.699367523,0.0,141.6796875,10.0,10.0,4
42,42,1.55965359676e+18,52.33498293,4.868428716,4.707485199,0.0,141.6796875,10.0,10.0,4
43,43,1.55965359776e+18,52.33498293,4.868428716,4.614650726,0.0,141.6796875,10.0,10.0,4
44,44,1.55965359876e+18,52.33498293,4.868428716,4.644618988,0.0,141.6796875,10.0,10.0,4
45,45,1.55965359976e+18,52.33498293,4.868428716,4.790431976,0.0,141.6796875,10.0,10.0,4
46,46,1.55965360076e+18,52.33498293,4.868428716,4.883266449,0.0,141.6796875,10.0,10.0,4
47,47,1.55965360176e+18,52.33498293,4.868428716,5.166652679,0.0,141.6796875,10.0,10.0,4
48,48,1.55965360276e+18,52.33498293,4.868428716,5.354824066,0.0,141.6796875,10.0,10.0,4
49,49,1.55965360376e+18,52.33498293,4.868428716,5.147914886,0.0,141.6796875,10.0,10.0,4
50,50,1.55965360476e+18,52.33498293,4.868428716,5.258815765,0.0,141.6796875,10.0,10.0,4
51,51,1.55965360576e+18,52.33498293,4.868428716,5.194484711,0.0,141.6796875,10.0,10.0,4
52,52,1.55965360676e+18,52.33498293,4.868428716,5.32125473,0.0,141.6796875,10.0,10.0,4
53,53,1.55965360776e+18,52.33498293,4.868428716,5.041347504,0.0,141.6796875,10.0,10.0,4
54,54,1.55965360876e+18,52.33498293,4.868428716,5.009548187,0.0,141.6796875,10.0,10.0,4
55,55,1.55965360976e+18,52.33498293,4.868428716,5.010951996,0.0,141.6796875,10.0,10.0,4
56,56,1.55965361076e+18,52.33498293,4.868428716,4.922756195,0.0,141.6796875,10.0,10.0,4
57,57,1.55965361176e+18,52.33498293,4.868428716,4.326442719,0.0,141.6796875,10.0,10.0,4
58,58,1.55965361276e+18,52.33498293,4.868428716,4.300930023,0.0,141.6796875,10.0,10.0,4
